,file_name,label,kurtosis_sqi,skewness_sqi,entropy_sqi,signal_to_noise_sqi,zero_crossings_rate_sqi,dtw_template1,dtw_template2,dtw_template3,bpm,ibi,sdnn,sdsd,rmssd,pnn20,pnn50,hr_mad,sd1,sd2,s,sd1/sd2,breathingrate,lf,hf,lf/hf,outlier_error,malik_error,karlsson_error,kamath_error,acar_error
0,PPG_198_11_24EI-008-PPG-0166.csv,-1,-1.55276435486674,0.119274808700018,,1.20014679458856,0.033333333333333,0.789325720312701,0.698271661590273,0.731359020526054,105.691056910569,567.692307692308,151.072431914026,157.762415016495,202.618571987579,0.628571428571429,0.457142857142857,30,143.271684258279,173.736135843869,78198.8555156093,0.824651035102065,0.13550135501355,1511.72995075856,5621.51828273829,0.268918444221832,0.1,0.30952380952381,0.447368421052632,0.30952380952381,0.666666666666667
1,PPG_198_11_24EI-008-PPG-1067.csv,-1,-1.60695406162134,-0.131778949269187,3.94318437545401,1.37087255351461,0.013698630136986,0.921516114344681,0.863752747194012,0.89908704833426,82.3045267489712,729,13.3790881602597,13.8081148900885,17.8311165648346,0.076923076923077,0.025641025641026,10,12.5247946069947,9.05095517678095,356.135198769297,1.3838091518921,0.274348422496571,0.47519735569062,15.5849948468656,0.030490697004381,0,0,0,0,0
2,PPG_198_11_24EI-008-PPG-0356.csv,0,-1.52555926567804,0.101118031805587,3.23284952938146,1.28877586185951,0.027027027027027,0.865331874972471,0.725990291306644,0.781098853259201,163.98243045388,365.892857142857,132.836860010883,201.640300943924,255.542338551663,0.773584905660377,0.452830188679245,20,180.657101305338,57.0270338670146,32365.7513688018,3.16792035382069,0.195217179111762,459.573939795936,584.798208016819,0.785867558237658,0.148148148148148,0.215686274509804,0.24,0.127272727272727,0.409090909090909
3,PPG_198_11_24EI-008-PPG-0381.csv,0,-1.5088086344214,0.135131690602349,,1.25497704033681,0.027777777777778,0.861345069680464,0.733266818787336,0.782796116495878,163.573085846868,366.808510638298,53.319845133082,68.8914490051686,83.2094316998351,0.5,0.30952380952381,10,58.8292814314564,30.9761813257188,5724.94467806238,1.899177978488,0.406032482598608,30.6738321892066,166.96825498112,0.183710563380297,0.053571428571429,0.25531914893617,0.372093023255814,0.134615384615385,0.25531914893617
4,PPG_198_11_24EI-008-PPG-0475.csv,-1,-1.48995873507332,0.13339103187925,3.19876065294568,1.27198364461304,0.027777777777778,0.871883591267956,0.781418206920977,0.817853926308179,162.162162162162,370,89.2392086676948,119.833464322774,148.492424049175,0.692307692307692,0.480769230769231,20,104.930943761027,68.8692483825769,22702.7671541557,1.52362551102814,0.343980343980344,489.489141550687,1327.8505534413,0.368632705150526,0.035087719298246,0.229166666666667,0.340909090909091,0.113207547169811,0.156862745098039
5,PPG_198_11_24EI-008-PPG-0439.csv,0,-1.55325345299403,0.121068454528256,3.28249723649278,1.26802132050147,0.025641025641026,0.929255882136671,0.849764059883815,0.878141019882539,76.9230769230769,780,9.12870929175277,8.98979012717273,14.5405835999994,0.114285714285714,0,10,10.2738026264944,7.74596669241481,250.009617682185,1.32634221582117,0.213675213675214,3.37119531506678,19.4091982837748,0.173690601011838,0,0,0,0,0
6,PPG_198_11_24EI-008-PPG-0616.csv,0,-1.55260011666195,0.11804156284276,3.42561237798454,1.26968512960194,0.022222222222222,0.927940815843669,0.851042830872717,0.880604723755429,66.7408231368187,899,13.253930234714,14.155657987576,21.957751641342,0.214285714285714,0.035714285714286,10,15.5244211828082,10.911868655323,532.187193202369,1.4227096818321,0.333704115684093,0.722965520910265,22.9436952502717,0.031510422058178,0.03030303030303,0.096774193548387,0.03030303030303,0.0625,0.096774193548387
7,PPG_198_11_24EI-008-PPG-0790.csv,-1,-1.50450151264097,0.105597195862617,3.7482585186877,1.25910746526279,0.015873015873016,0.913290763594219,0.82522704000959,0.872245746281028,95.1606344042294,630.512820512821,39.6101979842616,44.3079501268615,58.0469158908933,0.444444444444444,0.222222222222222,10,41.007282551057,26.0541636681058,3356.51042441265,1.57392434750289,0.406669377795852,21.9809895767352,125.060665124388,0.17576261532651,0.106382978723404,0.181818181818182,0.238095238095238,0.155555555555556,0.209302325581395
8,PPG_198_11_24EI-008-PPG-0794.csv,1,-1.54529170622457,0.066350837734348,3.79899548387566,1.27250690516294,0.015151515151515,0.884245397180233,0.76606486979769,0.827303743701468,90.295796574987,664.48275862069,27.9884467416593,36.6031815476235,39.2722254565194,0.076923076923077,0.038461538461539,0,26.9244505144108,8.80844806969139,745.068357770788,3.05666222941747,0,14062.627820891,459.508070431053,30.6036579677461,0.272727272727273,0.12,0.098039215686275,0.076923076923077,1.54545454545455
9,PPG_198_11_24EI-008-PPG-0828.csv,-1,-1.54427406966894,0.102161718650417,3.4507973643304,1.27895777075839,0.021739130434783,0.925755775997015,0.848384335554859,0.87863132515754,130.384167636787,460.178571428571,14.4532585832216,14.9587911309292,27.2505521520683,0.444444444444444,0,10,19.2579237428687,6.45364392341727,390.449018190521,2.98403878047728,0.349243306169965,0.247372919260584,14.8152297298129,0.016697204415453,0.049180327868853,0.084745762711864,0.103448275862069,0.084745762711864,0.084745762711864
